model,case_id,chain_type,expected_schema,runs,compliance_passes,compliance_rate,avg_elapsed_s,avg_tokens_per_sec,rubric_criteria_count,rubric_passed_total,rubric_rate,rubric_scorer,most_failed_rubric_criteria,judge_evaluations
gemma4:e4b,snippet_sum_005,snippet_summarizer,,5,5,1.0,6.632,74.53,3,10,0.6667,llm-judge,['answer explains the plain function vs node factory distinction — new parsers should NOT be node factories'],"[{'run': 1, 'evaluations': [{'criterion': 'answer gives concrete steps (add extension mapping, create parse_file function, add tests)', 'verdict': 'PASS', 'reason': 'The response lists implementing the parser, updating routing, and adding tests.'}, {'criterion': 'answer explains the plain function vs node factory distinction — new parsers should NOT be node factories', 'verdict': 'FAIL', 'reason': 'The response does not discuss the plain function versus node factory distinction.'}, {'criterion': ""answer mentions the test requirement (tests/agents/test_X_parser.py) so the developer knows what's expected"", 'verdict': 'PASS', 'reason': 'It specifies creating a test file at tests/agents/test_X_parser.py.'}]}, {'run': 2, 'evaluations': [{'criterion': 'answer gives concrete steps (add extension mapping, create parse_file function, add tests)', 'verdict': 'PASS', 'reason': 'The response lists implementing the parser, updating routing, and adding tests.'}, {'criterion': 'answer explains the plain function vs node factory distinction — new parsers should NOT be node factories', 'verdict': 'FAIL', 'reason': 'The response does not discuss the plain function versus node factory distinction.'}, {'criterion': ""answer mentions the test requirement (tests/agents/test_X_parser.py) so the developer knows what's expected"", 'verdict': 'PASS', 'reason': 'It specifies creating a test file at tests/agents/test_X_parser.py.'}]}, {'run': 3, 'evaluations': [{'criterion': 'answer gives concrete steps (add extension mapping, create parse_file function, add tests)', 'verdict': 'PASS', 'reason': 'The response lists implementing the parser, updating routing, and adding tests.'}, {'criterion': 'answer explains the plain function vs node factory distinction — new parsers should NOT be node factories', 'verdict': 'FAIL', 'reason': 'The response does not discuss the plain function versus node factory distinction.'}, {'criterion': ""answer mentions the test requirement (tests/agents/test_X_parser.py) so the developer knows what's expected"", 'verdict': 'PASS', 'reason': 'It specifies creating a test file at tests/agents/test_X_parser.py.'}]}, {'run': 4, 'evaluations': [{'criterion': 'answer gives concrete steps (add extension mapping, create parse_file function, add tests)', 'verdict': 'PASS', 'reason': 'Provides clear steps to implement parser, update routing, and add tests.'}, {'criterion': 'answer explains the plain function vs node factory distinction — new parsers should NOT be node factories', 'verdict': 'FAIL', 'reason': 'Does not discuss the plain function vs node factory distinction.'}, {'criterion': ""answer mentions the test requirement (tests/agents/test_X_parser.py) so the developer knows what's expected"", 'verdict': 'PASS', 'reason': 'Specifies creating test_X_parser.py in tests/agents/.'}]}, {'run': 5, 'evaluations': [{'criterion': 'answer gives concrete steps (add extension mapping, create parse_file function, add tests)', 'verdict': 'PASS', 'reason': 'The response lists implementing the parser, updating routing, and adding tests.'}, {'criterion': 'answer explains the plain function vs node factory distinction — new parsers should NOT be node factories', 'verdict': 'FAIL', 'reason': 'The response does not mention the plain function versus node factory distinction.'}, {'criterion': ""answer mentions the test requirement (tests/agents/test_X_parser.py) so the developer knows what's expected"", 'verdict': 'PASS', 'reason': 'It specifies creating a test file in tests/agents/ named test_X_parser.py.'}]}]"
gemma4:26b,intent_sum_001,intent_summarizer,SummarizedChunk,5,0,0.0,8.479,75.41,3,0,0.0,heuristic,"['intent_summary explains WHY idempotency is needed (duplicate payment prevention), not just WHAT the function does', 'tech_stack includes at least one of: Stripe, payments, financial', 'semantic_type is Logic or Interface']",[]
gemma4:26b,intent_sum_002,intent_summarizer,SummarizedChunk,5,0,0.0,7.213,75.38,3,0,0.0,heuristic,"['semantic_type is Config', 'intent_summary explains WHY these settings exist (system tuning, not just variable names)', 'tech_stack includes ChromaDB or Ollama']",[]
gemma4:26b,intent_sum_003,intent_summarizer,SummarizedChunk,5,0,0.0,7.292,74.7,3,5,0.3333,heuristic,"['intent_summary explains the three-case upsert contract and WHY it prevents duplicate indexing', 'semantic_type is Logic or Interface']",[]
gemma4:26b,intent_sum_004,intent_summarizer,SummarizedChunk,5,0,0.0,7.247,74.96,3,0,0.0,heuristic,"['non-fatal failure handling mentioned or implied in intent_summary', 'semantic_type is Config or Logic', 'intent_summary explains WHY warmup matters (cold-start latency elimination), not just WHAT the function does']",[]
gemma4:26b,intent_sum_005,intent_summarizer,SummarizedChunk,5,5,1.0,6.784,75.0,3,10,0.6667,heuristic,['intent_summary explains WHY temporal weighting prevents stale tendencies from dominating persona'],[]
gemma4:26b,snippet_sum_001,snippet_summarizer,,5,5,1.0,8.627,75.19,3,15,1.0,llm-judge,[],"[{'run': 1, 'evaluations': [{'criterion': 'answer explains the quarantine-not-drop philosophy (not just mechanics)', 'verdict': 'PASS', 'reason': 'The response clarifies that files are quarantined rather than dropped, emphasizing review instead of deletion.'}, {'criterion': 'covers both the pipeline behaviour AND the UI review path', 'verdict': 'PASS', 'reason': 'It details the pipeline steps (masking failure, confidence check, sentinel, ChromaDB upsert) and the UI review queue for manual approval.'}, {'criterion': 'does not expose internal ChromaDB IDs or stack traces in the response', 'verdict': 'PASS', 'reason': 'No internal IDs or stack trace information are revealed.'}]}, {'run': 2, 'evaluations': [{'criterion': 'answer explains the quarantine-not-drop philosophy (not just mechanics)', 'verdict': 'PASS', 'reason': 'The response clarifies that files are quarantined rather than dropped, emphasizing review before removal.'}, {'criterion': 'covers both the pipeline behaviour AND the UI review path', 'verdict': 'PASS', 'reason': 'It details the pipeline steps (masking failure, sentinel, ChromaDB upsert) and the UI review queue for manual action.'}, {'criterion': 'does not expose internal ChromaDB IDs or stack traces in the response', 'verdict': 'PASS', 'reason': 'No internal IDs or stack traces are revealed; only generic semantic_type is mentioned.'}]}, {'run': 3, 'evaluations': [{'criterion': 'answer explains the quarantine-not-drop philosophy (not just mechanics)', 'verdict': 'PASS', 'reason': 'The response clarifies that files are quarantined rather than dropped, emphasizing review instead of deletion.'}, {'criterion': 'covers both the pipeline behaviour AND the UI review path', 'verdict': 'PASS', 'reason': 'It details the pipeline steps (masking failure, confidence check, sentinel, ChromaDB upsert) and the UI review queue for manual approval.'}, {'criterion': 'does not expose internal ChromaDB IDs or stack traces in the response', 'verdict': 'PASS', 'reason': 'No internal IDs or stack traces are revealed; only generic semantic_type information is mentioned.'}]}, {'run': 4, 'evaluations': [{'criterion': 'answer explains the quarantine-not-drop philosophy (not just mechanics)', 'verdict': 'PASS', 'reason': 'The response clarifies that files are quarantined rather than dropped, emphasizing review instead of deletion.'}, {'criterion': 'covers both the pipeline behaviour AND the UI review path', 'verdict': 'PASS', 'reason': 'It details the pipeline steps (masking failure, confidence check, sentinel, ChromaDB upsert) and the UI review queue for manual approval.'}, {'criterion': 'does not expose internal ChromaDB IDs or stack traces in the response', 'verdict': 'PASS', 'reason': 'No internal IDs or stack traces are revealed; only generic semantic_type information is mentioned.'}]}, {'run': 5, 'evaluations': [{'criterion': 'answer explains the quarantine-not-drop philosophy (not just mechanics)', 'verdict': 'PASS', 'reason': 'It states that files are quarantined rather than dropped, emphasizing review before removal.'}, {'criterion': 'covers both the pipeline behaviour AND the UI review path', 'verdict': 'PASS', 'reason': 'It describes the pipeline steps (masking failure, sentinel, ChromaDB upsert) and the UI review queue for manual action.'}, {'criterion': 'does not expose internal ChromaDB IDs or stack traces in the response', 'verdict': 'PASS', 'reason': 'No internal IDs or stack traces are revealed; only generic semantic_type is mentioned.'}]}]"
gemma4:26b,snippet_sum_002,snippet_summarizer,,5,5,1.0,7.203,75.57,3,11,0.7333,llm-judge,['mentions the operator.add reducer role in safe parallel accumulation'],"[{'run': 1, 'evaluations': [{'criterion': 'answer explains the throughput motivation (GPU saturation), not just the API mechanics', 'verdict': 'PASS', 'reason': 'It states the parallel dispatch maximizes GPU utilization, explaining the throughput motivation.'}, {'criterion': 'mentions the operator.add reducer role in safe parallel accumulation', 'verdict': 'PASS', 'reason': 'It notes that summaries are accumulated using operator.add, indicating its reducer role.'}, {'criterion': 'answer is actionable — a developer could understand when to use this pattern vs a loop', 'verdict': 'PASS', 'reason': 'It contrasts parallel dispatch with a sequential loop, guiding developers on when to apply the pattern.'}]}, {'run': 2, 'evaluations': [{'criterion': 'answer explains the throughput motivation (GPU saturation), not just the API mechanics', 'verdict': 'PASS', 'reason': 'The response cites maximizing GPU utilization as the reason for parallel dispatch.'}, {'criterion': 'mentions the operator.add reducer role in safe parallel accumulation', 'verdict': 'FAIL', 'reason': 'The response does not reference operator.add or its reducer role.'}, {'criterion': 'answer is actionable — a developer could understand when to use this pattern vs a loop', 'verdict': 'PASS', 'reason': 'It contrasts parallel Send with a sequential loop, indicating when to prefer the pattern for GPU throughput.'}]}, {'run': 3, 'evaluations': [{'criterion': 'answer explains the throughput motivation (GPU saturation), not just the API mechanics', 'verdict': 'PASS', 'reason': 'The response cites maximizing GPU utilization as the reason for parallel dispatch.'}, {'criterion': 'mentions the operator.add reducer role in safe parallel accumulation', 'verdict': 'FAIL', 'reason': 'The response does not reference operator.add or its reducer role.'}, {'criterion': 'answer is actionable — a developer could understand when to use this pattern vs a loop', 'verdict': 'PASS', 'reason': 'It contrasts parallel Send with a sequential loop, indicating when to prefer the pattern for GPU throughput.'}]}, {'run': 4, 'evaluations': [{'criterion': 'answer explains the throughput motivation (GPU saturation), not just the API mechanics', 'verdict': 'PASS', 'reason': 'The response cites maximizing GPU utilization as the reason for parallel dispatch.'}, {'criterion': 'mentions the operator.add reducer role in safe parallel accumulation', 'verdict': 'FAIL', 'reason': 'The response does not reference operator.add or its reducer role.'}, {'criterion': 'answer is actionable — a developer could understand when to use this pattern vs a loop', 'verdict': 'PASS', 'reason': 'It contrasts parallel Send with a sequential loop, indicating when to prefer the pattern for GPU throughput.'}]}, {'run': 5, 'evaluations': [{'criterion': 'answer explains the throughput motivation (GPU saturation), not just the API mechanics', 'verdict': 'PASS', 'reason': 'The response cites maximizing GPU utilization as the reason for parallel dispatch.'}, {'criterion': 'mentions the operator.add reducer role in safe parallel accumulation', 'verdict': 'FAIL', 'reason': 'The response does not reference operator.add or its reducer role.'}, {'criterion': 'answer is actionable — a developer could understand when to use this pattern vs a loop', 'verdict': 'PASS', 'reason': 'It contrasts parallel Send with a sequential loop, indicating when to prefer the pattern for GPU throughput.'}]}]"
gemma4:26b,snippet_sum_003,snippet_summarizer,,5,5,1.0,10.448,74.94,3,10,0.6667,llm-judge,['explains that throughput is equivalent — the decision is resource-based'],"[{'run': 1, 'evaluations': [{'criterion': 'answer explains both the preference (26b) and the fallback trigger (< 16 GB RAM)', 'verdict': 'PASS', 'reason': 'The response states gemma4:26b is used when RAM\u202f≥\u202f16\u202fGB and gemma4:e4b when RAM is between 8‑16\u202fGB.'}, {'criterion': 'explains that throughput is equivalent — the decision is resource-based', 'verdict': 'FAIL', 'reason': 'It notes the decision is RAM‑driven but does not mention that throughput is equivalent.'}, {'criterion': 'mentions the OLLAMA_MODEL env var for operator control', 'verdict': 'PASS', 'reason': 'The response references the OLLAMA_MODEL environment variable as a way to set a preferred model.'}]}, {'run': 2, 'evaluations': [{'criterion': 'answer explains both the preference (26b) and the fallback trigger (< 16 GB RAM)', 'verdict': 'PASS', 'reason': 'The response states 26b is used when RAM ≥16\u202fGB and falls back to e4b when RAM is <16\u202fGB.'}, {'criterion': 'explains that throughput is equivalent — the decision is resource-based', 'verdict': 'FAIL', 'reason': 'The response does not mention throughput equivalence, only RAM‑based selection.'}, {'criterion': 'mentions the OLLAMA_MODEL env var for operator control', 'verdict': 'PASS', 'reason': 'It notes the OLLAMA_MODEL variable can set a preferred model.'}]}, {'run': 3, 'evaluations': [{'criterion': 'answer explains both the preference (26b) and the fallback trigger (< 16 GB RAM)', 'verdict': 'PASS', 'reason': 'It states 26b is used when RAM ≥16\u202fGB and falls back to e4b for lower RAM.'}, {'criterion': 'explains that throughput is equivalent — the decision is resource-based', 'verdict': 'FAIL', 'reason': 'It does not mention throughput equivalence.'}, {'criterion': 'mentions the OLLAMA_MODEL env var for operator control', 'verdict': 'PASS', 'reason': 'It notes the OLLAMA_MODEL variable can set a preferred model.'}]}, {'run': 4, 'evaluations': [{'criterion': 'answer explains both the preference (26b) and the fallback trigger (< 16 GB RAM)', 'verdict': 'PASS', 'reason': 'The response states 26b is used when RAM ≥16\u202fGB and falls back to e4b for lower RAM.'}, {'criterion': 'explains that throughput is equivalent — the decision is resource-based', 'verdict': 'FAIL', 'reason': 'The response does not mention throughput equivalence.'}, {'criterion': 'mentions the OLLAMA_MODEL env var for operator control', 'verdict': 'PASS', 'reason': 'The response notes the OLLAMA_MODEL variable can set a preferred model.'}]}, {'run': 5, 'evaluations': [{'criterion': 'answer explains both the preference (26b) and the fallback trigger (< 16 GB RAM)', 'verdict': 'PASS', 'reason': 'The response states 26b is used for ≥16\u202fGB RAM and falls back to e4b for lower RAM.'}, {'criterion': 'explains that throughput is equivalent — the decision is resource-based', 'verdict': 'FAIL', 'reason': 'The response does not mention throughput equivalence.'}, {'criterion': 'mentions the OLLAMA_MODEL env var for operator control', 'verdict': 'PASS', 'reason': 'The response notes the OLLAMA_MODEL variable can set a preferred model.'}]}]"
gemma4:26b,persona_syn_001,persona_synthesizer,PersonaProfile,5,5,1.0,13.26,73.13,4,17,0.85,llm-judge,['deviation_tendencies or anti-patterns field reflects absence of patterns (e.g. no async/await pattern observed)'],"[{'run': 1, 'evaluations': [{'criterion': 'profile synthesises patterns into a coherent developer archetype — not just a list of traits', 'verdict': 'PASS', 'reason': 'The style_summary combines the listed patterns into a clear archetype of a defensive, contract‑oriented developer.'}, {'criterion': ""mentions at least one actionable style guideline a reviewer could apply when reading this developer's PRs"", 'verdict': 'PASS', 'reason': 'It advises reviewers to look for factory closures, Pydantic models, and avoidance of deep class hierarchies and global mutable state.'}, {'criterion': ""profile is specific enough to be useful for coaching (not generic like 'writes clean code')"", 'verdict': 'PASS', 'reason': 'The description includes concrete preferences (functional‑lite architecture, strict type‑annotated interfaces) that are actionable for coaching.'}, {'criterion': 'deviation_tendencies or anti-patterns field reflects absence of patterns (e.g. no async/await pattern observed)', 'verdict': 'PASS', 'reason': 'The deviation_tendencies note the developer may eschew standard OO patterns, indicating a missing pattern.'}]}, {'run': 2, 'evaluations': [{'criterion': 'profile synthesises patterns into a coherent developer archetype — not just a list of traits', 'verdict': 'PASS', 'reason': 'The style_summary weaves the listed patterns into a unified contract‑driven developer archetype.'}, {'criterion': ""mentions at least one actionable style guideline a reviewer could apply when reading this developer's PRs"", 'verdict': 'PASS', 'reason': 'It advises reviewers to check for strict boundary validation and the avoidance of global mutable state.'}, {'criterion': ""profile is specific enough to be useful for coaching (not generic like 'writes clean code')"", 'verdict': 'PASS', 'reason': 'The description cites concrete practices such as Pydantic contracts, functional factories, and type‑annotated interfaces.'}, {'criterion': 'deviation_tendencies or anti-patterns field reflects absence of patterns (e.g. no async/await pattern observed)', 'verdict': 'FAIL', 'reason': 'The deviation_tendencies list does not clearly indicate missing patterns, only mentions over‑reliance on exceptions and Pydantic.'}]}, {'run': 3, 'evaluations': [{'criterion': 'profile synthesises patterns into a coherent developer archetype — not just a list of traits', 'verdict': 'PASS', 'reason': 'The style_summary combines the listed patterns into a clear contract‑driven developer archetype.'}, {'criterion': ""mentions at least one actionable style guideline a reviewer could apply when reading this developer's PRs"", 'verdict': 'PASS', 'reason': 'Guidelines such as enforcing strict boundary validation and avoiding global mutable state are actionable for reviewers.'}, {'criterion': ""profile is specific enough to be useful for coaching (not generic like 'writes clean code')"", 'verdict': 'PASS', 'reason': 'It cites concrete patterns (Pydantic contracts, functional factories, type‑annotated interfaces) rather than vague traits.'}, {'criterion': 'deviation_tendencies or anti-patterns field reflects absence of patterns (e.g. no async/await pattern observed)', 'verdict': 'PASS', 'reason': 'The deviation_tendencies note reliance on standard exception handling and heavy Pydantic dependency, indicating missing or overused patterns.'}]}, {'run': 4, 'evaluations': [{'criterion': 'profile synthesises patterns into a coherent developer archetype — not just a list of traits', 'verdict': 'PASS', 'reason': 'The style_summary integrates the listed patterns into a clear contract‑driven archetype.'}, {'criterion': ""mentions at least one actionable style guideline a reviewer could apply when reading this developer's PRs"", 'verdict': 'PASS', 'reason': 'Guidelines such as checking for strict boundary validation and avoiding global mutable state are provided.'}, {'criterion': ""profile is specific enough to be useful for coaching (not generic like 'writes clean code')"", 'verdict': 'PASS', 'reason': 'The description cites concrete practices like Pydantic models, functional factories, and immutable design.'}, {'criterion': 'deviation_tendencies or anti-patterns field reflects absence of patterns (e.g. no async/await pattern observed)', 'verdict': 'FAIL', 'reason': 'The field lists tendencies but does not explicitly note missing patterns.'}]}, {'run': 5, 'evaluations': [{'criterion': 'profile synthesises patterns into a coherent developer archetype — not just a list of traits', 'verdict': 'PASS', 'reason': 'Provides a style_summary that unifies the listed patterns into a clear archetype.'}, {'criterion': ""mentions at least one actionable style guideline a reviewer could apply when reading this developer's PRs"", 'verdict': 'PASS', 'reason': 'Suggests checking for strict boundary validation and avoidance of global mutable state.'}, {'criterion': ""profile is specific enough to be useful for coaching (not generic like 'writes clean code')"", 'verdict': 'PASS', 'reason': 'Details concrete practices such as Pydantic contracts and functional factories.'}, {'criterion': 'deviation_tendencies or anti-patterns field reflects absence of patterns (e.g. no async/await pattern observed)', 'verdict': 'FAIL', 'reason': 'The field lists tendencies but does not explicitly note missing patterns.'}]}]"
gemma4:26b,persona_syn_002,persona_synthesizer,PersonaProfile,5,5,1.0,13.244,73.83,3,9,0.6,llm-judge,"['profile notes the small sample size (12 docs) as a confidence qualifier — low data should lower certainty', 'profile does not fabricate patterns not present in the tendency_data']","[{'run': 1, 'evaluations': [{'criterion': 'profile notes the small sample size (12 docs) as a confidence qualifier — low data should lower certainty', 'verdict': 'FAIL', 'reason': 'The response makes no mention of the sample size or confidence qualifier.'}, {'criterion': 'mixes_sync_and_async_calls is flagged as a risk pattern, not just described neutrally', 'verdict': 'PASS', 'reason': 'The deviation_tendencies explicitly label asynchronous mixing as a risk.'}, {'criterion': 'profile does not fabricate patterns not present in the tendency_data', 'verdict': 'PASS', 'reason': 'No invented patterns are evident; all listed patterns could plausibly derive from the data.'}]}, {'run': 2, 'evaluations': [{'criterion': 'profile notes the small sample size (12 docs) as a confidence qualifier — low data should lower certainty', 'verdict': 'FAIL', 'reason': 'The response makes no mention of sample size or confidence qualifier.'}, {'criterion': 'mixes_sync_and_async_calls is flagged as a risk pattern, not just described neutrally', 'verdict': 'PASS', 'reason': 'The response explicitly calls out a risk of event-loop blocking due to unmanaged sync/async mixing.'}, {'criterion': 'profile does not fabricate patterns not present in the tendency_data', 'verdict': 'PASS', 'reason': 'All listed patterns appear plausible and no evidence of fabrication is present.'}]}, {'run': 3, 'evaluations': [{'criterion': 'profile notes the small sample size (12 docs) as a confidence qualifier — low data should lower certainty', 'verdict': 'FAIL', 'reason': 'The response makes no mention of the sample size or confidence qualifier.'}, {'criterion': 'mixes_sync_and_async_calls is flagged as a risk pattern, not just described neutrally', 'verdict': 'PASS', 'reason': 'The deviation_tendencies explicitly label asynchronous mixing as a risk.'}, {'criterion': 'profile does not fabricate patterns not present in the tendency_data', 'verdict': 'FAIL', 'reason': 'The response lists patterns that cannot be verified against the provided tendency_data, suggesting possible fabrication.'}]}, {'run': 4, 'evaluations': [{'criterion': 'profile notes the small sample size (12 docs) as a confidence qualifier — low data should lower certainty', 'verdict': 'FAIL', 'reason': 'The response makes no mention of the sample size or confidence qualifier.'}, {'criterion': 'mixes_sync_and_async_calls is flagged as a risk pattern, not just described neutrally', 'verdict': 'PASS', 'reason': 'The response explicitly labels asynchronous mixing as a risk in deviation_tendencies.'}, {'criterion': 'profile does not fabricate patterns not present in the tendency_data', 'verdict': 'PASS', 'reason': 'No evidence of invented patterns; all listed patterns appear plausible and consistent with typical tendency data.'}]}, {'run': 5, 'evaluations': [{'criterion': 'profile notes the small sample size (12 docs) as a confidence qualifier — low data should lower certainty', 'verdict': 'FAIL', 'reason': 'The response makes no mention of the sample size or confidence qualifier.'}, {'criterion': 'mixes_sync_and_async_calls is flagged as a risk pattern, not just described neutrally', 'verdict': 'PASS', 'reason': 'The deviation_tendencies explicitly label asynchronous mixing as a risk.'}, {'criterion': 'profile does not fabricate patterns not present in the tendency_data', 'verdict': 'PASS', 'reason': 'No invented patterns are evident; all listed patterns could plausibly derive from the data.'}]}]"
gemma4:26b,coaching_001,coaching_analyzer,AnalysisResult,5,5,1.0,10.825,74.34,3,5,0.3333,llm-judge,"['rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern']","[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'PASS', 'reason': 'deviation_score is 0.9, which meets the >=0.7 threshold'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'reason': 'rationale does not mention PII flowing into ChromaDB or masking'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'FAIL', 'reason': 'patterns_matched is empty and lacks the required pattern'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'PASS', 'reason': 'deviation_score is 0.9, which meets the >=0.7 threshold'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'reason': 'rationale does not mention PII flowing into ChromaDB without masking'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'FAIL', 'reason': 'patterns_matched is empty and does not include validates_inputs_at_boundary'}]}, {'run': 3, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'PASS', 'reason': 'deviation_score is 0.9, which meets the >=0.7 threshold'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'reason': 'rationale does not mention PII flowing into ChromaDB or masking'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'FAIL', 'reason': 'patterns_matched is empty and does not include the required pattern'}]}, {'run': 4, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'PASS', 'reason': 'deviation_score is 0.9, which meets the >=0.7 threshold'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'reason': 'rationale does not mention PII, ChromaDB, or masking'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'FAIL', 'reason': 'patterns_matched is empty and does not contain the required pattern'}]}, {'run': 5, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'PASS', 'reason': 'deviation_score is 0.9, which meets the >=0.7 threshold'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'reason': 'rationale does not mention PII flowing into ChromaDB without masking'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'FAIL', 'reason': 'patterns_matched is empty and does not include validates_inputs_at_boundary'}]}]"
gemma4:26b,coaching_002,coaching_analyzer,AnalysisResult,5,5,1.0,7.42,74.96,3,15,1.0,llm-judge,[],"[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'reason': 'The deviation_score is 0.0, which is below the 0.3 threshold.'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'reason': ""The rationale states the addition aligns perfectly with the persona's use of Pydantic, confirming it as an additive improvement.""}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'reason': 'The patterns_matched list contains ""uses_pydantic_for_data_contracts"".'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.0, which is below 0.3.'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'reason': ""The rationale states the addition aligns perfectly with the persona's use of Pydantic, confirming it as an additive improvement.""}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'reason': 'The patterns_matched list contains ""uses_pydantic_for_data_contracts"".'}]}, {'run': 3, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.0, which is below 0.3.'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'reason': ""The rationale states the addition aligns perfectly with the persona's use of Pydantic, confirming it as an additive improvement.""}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'reason': 'The patterns_matched list contains ""uses_pydantic_for_data_contracts"".'}]}, {'run': 4, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.0, which is below the 0.3 threshold.'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'reason': ""The rationale states the addition aligns perfectly with the persona's use of Pydantic, confirming it as an additive improvement.""}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'reason': 'The patterns_matched list contains ""uses_pydantic_for_data_contracts"".'}]}, {'run': 5, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.0, which is below the 0.3 threshold.'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'reason': ""The rationale states the addition aligns perfectly with the persona's use of Pydantic, confirming it as an additive improvement.""}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'reason': 'The patterns_matched list contains ""uses_pydantic_for_data_contracts"".'}]}]"
